Date,State,People Vaccinated,First Dose Administered,Second Dose Administered,Male(Individuals Vaccinated),Female(Individuals Vaccinated),Total Doses Administered
30-04-2021,Madhya Pradesh,7023042,7023042,1056496,3752265,3269937,8079538
01-05-2021,Madhya Pradesh,7043286,7043286,1103917,3762888,3279556,8147203
02-05-2021,Madhya Pradesh,7046019,7046019,1108945,3764322,3280855,8154964
03-05-2021,Madhya Pradesh,7065585,7065585,1162819,3774656,3290084,8228404
04-05-2021,Madhya Pradesh,7071530,7071530,1178003,3777812,3292870,8249533
05-05-2021,Madhya Pradesh,7110730,7110730,1269534,3799418,3310460,8380264
06-05-2021,Madhya Pradesh,7146019,7146019,1344132,3819136,3326026,8490151
07-05-2021,Madhya Pradesh,7151755,7151755,1356517,3822464,3328433,8508272
08-05-2021,Madhya Pradesh,7201637,7201637,1432440,3851055,3349719,8634077
09-05-2021,Madhya Pradesh,7202462,7202462,1433750,3851501,3350098,8636212
10-05-2021,Madhya Pradesh,7251862,7251862,1513981,3879511,3371484,8765843
11-05-2021,Madhya Pradesh,7256989,7256989,1528184,3882242,3373879,8785173
12-05-2021,Madhya Pradesh,7335386,7335386,1587735,3927624,3406877,8923121
13-05-2021,Madhya Pradesh,7402933,7402933,1631769,3967422,3434616,9034702
14-05-2021,Madhya Pradesh,7403682,7403682,1633438,3967847,3434940,9037120
15-05-2021,Madhya Pradesh,7472841,7472841,1690706,4007674,3464264,9163547
16-05-2021,Madhya Pradesh,7473284,7473284,1691290,4007910,3464471,9164574
17-05-2021,Madhya Pradesh,7547349,7547349,1711118,4050359,3496072,9258467
18-05-2021,Madhya Pradesh,7551243,7551243,1713568,4052484,3497841,9264811
19-05-2021,Madhya Pradesh,7678925,7678925,1726617,4129034,3548938,9405542
20-05-2021,Madhya Pradesh,7798981,7798981,1735554,4200360,3597641,9534535
21-05-2021,Madhya Pradesh,7890673,7890673,1743272,4254818,3634858,9633945
22-05-2021,Madhya Pradesh,8027748,8027748,1753118,4335790,3690920,9780866
23-05-2021,Madhya Pradesh,8197098,8197098,1754805,4437950,3758061,9951903
24-05-2021,Madhya Pradesh,8407255,8407255,1762502,4562142,3843964,10169757
25-05-2021,Madhya Pradesh,8412889,8412889,1763480,4565340,3846398,10176369
26-05-2021,Madhya Pradesh,8415023,8415023,1763578,4566608,3847264,10178601
27-05-2021,Madhya Pradesh,8636592,8636592,1772126,4698806,3936574,10408718
28-05-2021,Madhya Pradesh,8854635,8854635,1777660,4829726,4023629,10632295
29-05-2021,Madhya Pradesh,9098436,9098436,1784232,4977375,4119682,10882668
30-05-2021,Madhya Pradesh,9115504,9115504,1784443,4988691,4125433,10899947
31-05-2021,Madhya Pradesh,9378050,9378050,1792269,5145393,4231195,11170319
01-06-2021,Madhya Pradesh,9394692,9394692,1793571,5156495,4236734,11188263
02-06-2021,Madhya Pradesh,9680087,9680087,1801340,5329622,4348903,11481427
03-06-2021,Madhya Pradesh,10041226,10041226,1812268,5550998,4488574,11853494
04-06-2021,Madhya Pradesh,10399189,10399189,1818300,5770793,4626564,12217489
05-06-2021,Madhya Pradesh,10796888,10796888,1832621,6012607,4782344,12629509
06-06-2021,Madhya Pradesh,10923948,10923948,1835190,6091184,4830791,12759138
07-06-2021,Madhya Pradesh,11299196,11299196,1852071,6311278,4985842,13151267
16-01-2021,Maharashtra,5726,5726,0,3668,2057,5726
17-01-2021,Maharashtra,6521,6521,0,3953,2566,6521
18-01-2021,Maharashtra,6151,6151,0,3569,2581,6151
19-01-2021,Maharashtra,13699,13699,0,6328,7367,13699
20-01-2021,Maharashtra,23880,23880,0,9658,14205,23880
21-01-2021,Maharashtra,24148,24148,0,9784,14347,24148
22-01-2021,Maharashtra,44369,44369,0,16546,27802,44369
23-01-2021,Maharashtra,69295,69295,0,25333,43937,69295
24-01-2021,Maharashtra,70196,70196,0,25661,44510,70196
25-01-2021,Maharashtra,107073,107073,0,38512,68527,107073
26-01-2021,Maharashtra,107338,107338,0,38562,68728,107338
27-01-2021,Maharashtra,150102,150102,0,53245,96795,150102
28-01-2021,Maharashtra,189743,189743,0,66834,122840,189743
29-01-2021,Maharashtra,225132,225132,0,79060,145999,225132
30-01-2021,Maharashtra,233693,233693,0,82464,151156,233693
31-01-2021,Maharashtra,234150,234150,0,82628,151449,234150
01-02-2021,Maharashtra,275348,275348,0,99441,175829,275348
02-02-2021,Maharashtra,284107,284107,0,103217,180812,284107
03-02-2021,Maharashtra,318918,318918,0,117360,201467,318918
04-02-2021,Maharashtra,352676,352676,0,131909,220669,352676
05-02-2021,Maharashtra,397889,397889,0,152168,245610,397889
06-02-2021,Maharashtra,436229,436229,0,171578,264525,436229
07-02-2021,Maharashtra,436400,436400,0,171672,264602,436400
08-02-2021,Maharashtra,475193,475193,0,192223,282839,475193
09-02-2021,Maharashtra,503757,503757,0,210039,293586,503757
10-02-2021,Maharashtra,544726,544726,0,234241,310353,544726
11-02-2021,Maharashtra,579241,579241,0,255793,323314,579241
12-02-2021,Maharashtra,620539,620539,0,281870,338533,620539
13-02-2021,Maharashtra,652801,652801,170,303019,349645,652971
14-02-2021,Maharashtra,653135,653135,170,303296,349702,653305
15-02-2021,Maharashtra,682610,682610,4527,322414,360058,687137
16-02-2021,Maharashtra,711043,711043,8901,341277,369626,719944
17-02-2021,Maharashtra,752088,752088,16607,367162,384760,768695
18-02-2021,Maharashtra,787086,787086,23820,395447,391467,810906
19-02-2021,Maharashtra,825846,825846,27528,415984,409681,853374
20-02-2021,Maharashtra,868244,868244,45414,445173,422875,913658
21-02-2021,Maharashtra,871567,871567,46395,446831,424540,917962
22-02-2021,Maharashtra,907200,907200,67861,472516,434486,975061
23-02-2021,Maharashtra,938078,938078,79336,494986,442893,1017414
24-02-2021,Maharashtra,969314,969314,104475,516434,452680,1073789
25-02-2021,Maharashtra,997308,997308,130773,536075,461032,1128081
26-02-2021,Maharashtra,1028360,1028360,158658,557475,470681,1187018
27-02-2021,Maharashtra,1028365,1028365,158658,557480,470681,1187023
28-02-2021,Maharashtra,1028520,1028520,158658,557603,470713,1187178
01-03-2021,Maharashtra,1028520,1028520,158658,557603,470713,1187178
02-03-2021,Maharashtra,1071612,1071612,179807,583429,487976,1251419
03-03-2021,Maharashtra,1119835,1119835,197501,611358,508266,1317336
04-03-2021,Maharashtra,1174258,1174258,213731,641880,532164,1387989
05-03-2021,Maharashtra,1244617,1244617,234417,680964,563432,1479034
06-03-2021,Maharashtra,1325264,1325264,259577,725150,599889,1584841
07-03-2021,Maharashtra,1331000,1331000,260448,728051,602724,1591448
08-03-2021,Maharashtra,1454112,1454112,285711,793934,659947,1739823
09-03-2021,Maharashtra,1572965,1267076,305889,858606,714120,1572965
10-03-2021,Maharashtra,1749221,1410564,338657,953712,795261,1749221
11-03-2021,Maharashtra,1804254,1455521,348733,984477,819529,1804254
12-03-2021,Maharashtra,1996304,1612991,383313,1090605,905433,1996304
13-03-2021,Maharashtra,2125486,1713932,411554,1162145,963068,2125486
14-03-2021,Maharashtra,2132670,1720591,412079,1166147,966249,2132670
15-03-2021,Maharashtra,2342873,1898597,444276,1281747,1060831,2342873
16-03-2021,Maharashtra,2316957,2316957,468500,1267604,1049059,2785457
17-03-2021,Maharashtra,3229723,3229723,500240,1744987,1484314,3729963
